Tag  	Molecule                                     	Date           	Cat Link                                 Metadata Link                           
031508	D13CO+                                       	October 2007   	/site/vorhersagen/catalog/c031508.cat    /cgi-bin/cdmsinfo?file=e031508.cat      
051519	HC3N, v3 = 1                                 	October 2007   	/site/vorhersagen/catalog/c051519.cat    /cgi-bin/cdmsinfo?file=e051519.cat      
051520	HC3N, v2 = 1                                 	October 2007   	/site/vorhersagen/catalog/c051520.cat    /cgi-bin/cdmsinfo?file=e051520.cat      
037502	36ArH+                                       	September 2007 	/site/vorhersagen/catalog/c037502.cat    /cgi-bin/cdmsinfo?file=e037502.cat      
041504	40ArH+                                       	September 2007 	/site/vorhersagen/catalog/c041504.cat    /cgi-bin/cdmsinfo?file=e041504.cat      
042507	40ArD+                                       	September 2007 	/site/vorhersagen/catalog/c042507.cat    /cgi-bin/cdmsinfo?file=e042507.cat      
044502	HCP, v = 0                                   	June 2007      	/site/vorhersagen/catalog/c044502.cat    /cgi-bin/cdmsinfo?file=e044502.cat      
045510	H13CP                                        	June 2007      	/site/vorhersagen/catalog/c045510.cat    /cgi-bin/cdmsinfo?file=e045510.cat      
026505	C2H2,  5    4                                	May 2007       	/site/vorhersagen/catalog/c026505.cat    /cgi-bin/cdmsinfo?file=e026505.cat      
027501	HCN, v = 0                                   	May 2007       	/site/vorhersagen/catalog/c027501.cat    /cgi-bin/cdmsinfo?file=e027501.cat      
058504	NCS                                          	May 2007       	/site/vorhersagen/catalog/c058504.cat    /cgi-bin/cdmsinfo?file=e058504.cat      
043502	c-C2H4NH                                     	April 2007     	/site/vorhersagen/catalog/c043502.cat    /cgi-bin/cdmsinfo?file=e043502.cat      
065502	SO17O                                        	April 2007     	/site/vorhersagen/catalog/c065502.cat    /cgi-bin/cdmsinfo?file=e065502.cat      
065508	KCN, KNC                                     	April 2007     	/site/vorhersagen/catalog/c065508.cat    /cgi-bin/cdmsinfo?file=e065508.cat      
061508	Si33S, v = 0, 1                              	March 2007     	/site/vorhersagen/catalog/c061508.cat    /cgi-bin/cdmsinfo?file=e061508.cat      
062508	Si34S, v = 0   2                             	March 2007     	/site/vorhersagen/catalog/c062508.cat    /cgi-bin/cdmsinfo?file=e062508.cat      
062509	Si34S, v = 1   0 band                        	March 2007     	/site/vorhersagen/catalog/c062509.cat    /cgi-bin/cdmsinfo?file=e062509.cat      
062511	30SiS, v = 1   0 band                        	March 2007     	/site/vorhersagen/catalog/c062511.cat    /cgi-bin/cdmsinfo?file=e062511.cat      
062512	29Si33S                                      	March 2007     	/site/vorhersagen/catalog/c062512.cat    /cgi-bin/cdmsinfo?file=e062512.cat      
063504	29Si34S, v = 0, 1                            	March 2007     	/site/vorhersagen/catalog/c063504.cat    /cgi-bin/cdmsinfo?file=e063504.cat      
063505	30Si33S                                      	March 2007     	/site/vorhersagen/catalog/c063505.cat    /cgi-bin/cdmsinfo?file=e063505.cat      
064513	30Si34S, v = 0, 1                            	March 2007     	/site/vorhersagen/catalog/c064513.cat    /cgi-bin/cdmsinfo?file=e064513.cat      
064514	Si36S                                        	March 2007     	/site/vorhersagen/catalog/c064514.cat    /cgi-bin/cdmsinfo?file=e064514.cat      
065507	29Si36S                                      	March 2007     	/site/vorhersagen/catalog/c065507.cat    /cgi-bin/cdmsinfo?file=e065507.cat      
066505	30Si36S                                      	March 2007     	/site/vorhersagen/catalog/c066505.cat    /cgi-bin/cdmsinfo?file=e066505.cat      
027503	HCN, v2 = 1                                  	February 2007  	/site/vorhersagen/catalog/c027503.cat    /cgi-bin/cdmsinfo?file=e027503.cat      
027507	HCN, v2 = 2                                  	February 2007  	/site/vorhersagen/catalog/c027507.cat    /cgi-bin/cdmsinfo?file=e027507.cat      
027508	HCN, v2 = 3                                  	February 2007  	/site/vorhersagen/catalog/c027508.cat    /cgi-bin/cdmsinfo?file=e027508.cat      
027509	HCN, v3 = 1                                  	February 2007  	/site/vorhersagen/catalog/c027509.cat    /cgi-bin/cdmsinfo?file=e027509.cat      
027510	HCN, v1 = 1                                  	February 2007  	/site/vorhersagen/catalog/c027510.cat    /cgi-bin/cdmsinfo?file=e027510.cat      
060506	SiS, v = 0   5                               	February 2007  	/site/vorhersagen/catalog/c060506.cat    /cgi-bin/cdmsinfo?file=e060506.cat      
060507	SiS, v = 1   0 and v = 2   1 bands           	February 2007  	/site/vorhersagen/catalog/c060507.cat    /cgi-bin/cdmsinfo?file=e060507.cat      
060508	SiS, v = 2   0 band                          	February 2007  	/site/vorhersagen/catalog/c060508.cat    /cgi-bin/cdmsinfo?file=e060508.cat      
061506	29SiS, v = 0   2                             	February 2007  	/site/vorhersagen/catalog/c061506.cat    /cgi-bin/cdmsinfo?file=e061506.cat      
061507	29SiS, v = 1   0 band                        	February 2007  	/site/vorhersagen/catalog/c061507.cat    /cgi-bin/cdmsinfo?file=e061507.cat      
062510	30SiS, v = 0   2                             	February 2007  	/site/vorhersagen/catalog/c062510.cat    /cgi-bin/cdmsinfo?file=e062510.cat      
033504	SH                                           	January 2007   	/site/vorhersagen/catalog/c033504.cat    /cgi-bin/cdmsinfo?file=e033504.cat      
097502	C8H                                          	January 2007   	/site/vorhersagen/catalog/c097502.cat    /cgi-bin/cdmsinfo?file=e097502.cat      
018502	OD                                           	December 2006  	/site/vorhersagen/catalog/c018502.cat    /cgi-bin/cdmsinfo?file=e018502.cat      
019502	18OH                                         	December 2006  	/site/vorhersagen/catalog/c019502.cat    /cgi-bin/cdmsinfo?file=e019502.cat      
029512	H13C15N, v = 0                               	December 2006  	/site/vorhersagen/catalog/c029512.cat    /cgi-bin/cdmsinfo?file=e029512.cat      
029513	H13C15N, v2 = 1                              	December 2006  	/site/vorhersagen/catalog/c029513.cat    /cgi-bin/cdmsinfo?file=e029513.cat      
029501	13CO                                         	November 2006  	/site/vorhersagen/catalog/c029501.cat    /cgi-bin/cdmsinfo?file=e029501.cat      
073502	C6H                                          	November 2006  	/site/vorhersagen/catalog/c073502.cat    /cgi-bin/cdmsinfo?file=e073502.cat      
031504	H2COH+                                       	October 2006   	/site/vorhersagen/catalog/c031504.cat    /cgi-bin/cdmsinfo?file=e031504.cat      
032506	H213COH+                                     	October 2006   	/site/vorhersagen/catalog/c032506.cat    /cgi-bin/cdmsinfo?file=e032506.cat      
032504*	CH3OH, vt = 0, 1                             	September 2006 	/site/vorhersagen/catalog/c032504.cat    /cgi-bin/cdmsinfo?file=e032504.cat      
042505	SiN                                          	September 2006 	/site/vorhersagen/catalog/c042505.cat    /cgi-bin/cdmsinfo?file=e042505.cat      
042506	HNCNH                                        	September 2006 	/site/vorhersagen/catalog/c042506.cat    /cgi-bin/cdmsinfo?file=e042506.cat      
044510	CS, v = 1   0 and v = 2   1 bands            	September 2006 	/site/vorhersagen/catalog/c044510.cat    /cgi-bin/cdmsinfo?file=e044510.cat      
044511	CS, v = 2   0 band                           	September 2006 	/site/vorhersagen/catalog/c044511.cat    /cgi-bin/cdmsinfo?file=e044511.cat      
045509	13CS, v = 1   0 band                         	September 2006 	/site/vorhersagen/catalog/c045509.cat    /cgi-bin/cdmsinfo?file=e045509.cat      
046510	C34S, v = 1   0 band                         	September 2006 	/site/vorhersagen/catalog/c046510.cat    /cgi-bin/cdmsinfo?file=e046510.cat      
042504	CH3CNH+                                      	August 2006    	/site/vorhersagen/catalog/c042504.cat    /cgi-bin/cdmsinfo?file=e042504.cat      
080503	S2O, v = 0                                   	August 2006    	/site/vorhersagen/catalog/c080503.cat    /cgi-bin/cdmsinfo?file=e080503.cat      
030512	NO+                                          	June 2006      	/site/vorhersagen/catalog/c030512.cat    /cgi-bin/cdmsinfo?file=e030512.cat      
041503	H2CCNH                                       	June 2006      	/site/vorhersagen/catalog/c041503.cat    /cgi-bin/cdmsinfo?file=e041503.cat      
055501	HC(O)CN                                      	June 2006      	/site/vorhersagen/catalog/c055501.cat    /cgi-bin/cdmsinfo?file=e055501.cat      
067502	NCHCCO                                       	June 2006      	/site/vorhersagen/catalog/c067502.cat    /cgi-bin/cdmsinfo?file=e067502.cat      
070504	NCC(O)NH2                                    	June 2006      	/site/vorhersagen/catalog/c070504.cat    /cgi-bin/cdmsinfo?file=e070504.cat      
029511	DC15N                                        	May 2006       	/site/vorhersagen/catalog/c029511.cat    /cgi-bin/cdmsinfo?file=e029511.cat      
030511	D13C15N                                      	May 2006       	/site/vorhersagen/catalog/c030511.cat    /cgi-bin/cdmsinfo?file=e030511.cat      
028509	DCN, v = 0                                   	April 2006     	/site/vorhersagen/catalog/c028509.cat    /cgi-bin/cdmsinfo?file=e028509.cat      
028510	DCN, v2 = 1                                  	April 2006     	/site/vorhersagen/catalog/c028510.cat    /cgi-bin/cdmsinfo?file=e028510.cat      
029510	D13CN                                        	April 2006     	/site/vorhersagen/catalog/c029510.cat    /cgi-bin/cdmsinfo?file=e029510.cat      
075511	H2NCH2COOH, I                                	April 2006     	/site/vorhersagen/catalog/c075511.cat    /cgi-bin/cdmsinfo?file=e075511.cat      
075512	H2NCH2COOH, II                               	April 2006     	/site/vorhersagen/catalog/c075512.cat    /cgi-bin/cdmsinfo?file=e075512.cat      
036502	C3,  2                                       	March 2006     	/site/vorhersagen/catalog/c036502.cat    /cgi-bin/cdmsinfo?file=e036502.cat      
051515	l-13CC3H2                                    	March 2006     	/site/vorhersagen/catalog/c051515.cat    /cgi-bin/cdmsinfo?file=e051515.cat      
051516	l-C13CC2H2                                   	March 2006     	/site/vorhersagen/catalog/c051516.cat    /cgi-bin/cdmsinfo?file=e051516.cat      
051517	l-C213CCH2                                   	March 2006     	/site/vorhersagen/catalog/c051517.cat    /cgi-bin/cdmsinfo?file=e051517.cat      
051518	l-C313CH2                                    	March 2006     	/site/vorhersagen/catalog/c051518.cat    /cgi-bin/cdmsinfo?file=e051518.cat      
065506	H2CCCHCN                                     	March 2006     	/site/vorhersagen/catalog/c065506.cat    /cgi-bin/cdmsinfo?file=e065506.cat      
029509	N2H+, v2 = 1                                 	February 2006  	/site/vorhersagen/catalog/c029509.cat    /cgi-bin/cdmsinfo?file=e029509.cat      
035501	NaC                                          	February 2006  	/site/vorhersagen/catalog/c035501.cat    /cgi-bin/cdmsinfo?file=e035501.cat      
047505	H213CS                                       	February 2006  	/site/vorhersagen/catalog/c047505.cat    /cgi-bin/cdmsinfo?file=e047505.cat      
047506	H2C33S                                       	February 2006  	/site/vorhersagen/catalog/c047506.cat    /cgi-bin/cdmsinfo?file=e047506.cat      
048507	D2CS                                         	February 2006  	/site/vorhersagen/catalog/c048507.cat    /cgi-bin/cdmsinfo?file=e048507.cat      
048508	H2C34S                                       	February 2006  	/site/vorhersagen/catalog/c048508.cat    /cgi-bin/cdmsinfo?file=e048508.cat      
043507	HDCCO                                        	January 2006   	/site/vorhersagen/catalog/c043507.cat    /cgi-bin/cdmsinfo?file=e043507.cat      
044509	D2CCO                                        	January 2006   	/site/vorhersagen/catalog/c044509.cat    /cgi-bin/cdmsinfo?file=e044509.cat      
052521	H13CCCN, v6 = 1                              	January 2006   	/site/vorhersagen/catalog/c052521.cat    /cgi-bin/cdmsinfo?file=e052521.cat      
052522	HC13CCN, v6 = 1                              	January 2006   	/site/vorhersagen/catalog/c052522.cat    /cgi-bin/cdmsinfo?file=e052522.cat      
052523	HCC13CN, v6 = 1                              	January 2006   	/site/vorhersagen/catalog/c052523.cat    /cgi-bin/cdmsinfo?file=e052523.cat      
052524	H13CCCN, v5 = 1 / v7 = 3                     	January 2006   	/site/vorhersagen/catalog/c052524.cat    /cgi-bin/cdmsinfo?file=e052524.cat      
052525	HC13CCN, v5 = 1 / v7 = 3                     	January 2006   	/site/vorhersagen/catalog/c052525.cat    /cgi-bin/cdmsinfo?file=e052525.cat      
052526	HCC13CN, v5 = 1 / v7 = 3                     	January 2006   	/site/vorhersagen/catalog/c052526.cat    /cgi-bin/cdmsinfo?file=e052526.cat      
052518	H13CCCN, v7 = 2                              	December 2005  	/site/vorhersagen/catalog/c052518.cat    /cgi-bin/cdmsinfo?file=e052518.cat      
052519	HC13CCN, v7 = 2                              	December 2005  	/site/vorhersagen/catalog/c052519.cat    /cgi-bin/cdmsinfo?file=e052519.cat      
052520	HCC13CN, v7 = 2                              	December 2005  	/site/vorhersagen/catalog/c052520.cat    /cgi-bin/cdmsinfo?file=e052520.cat      
068504	C3O2,  7                                     	December 2005  	/site/vorhersagen/catalog/c068504.cat    /cgi-bin/cdmsinfo?file=e068504.cat      
074506	13CC5H                                       	December 2005  	/site/vorhersagen/catalog/c074506.cat    /cgi-bin/cdmsinfo?file=e074506.cat      
074507	C13CC4H                                      	December 2005  	/site/vorhersagen/catalog/c074507.cat    /cgi-bin/cdmsinfo?file=e074507.cat      
074508	C213CC3H                                     	December 2005  	/site/vorhersagen/catalog/c074508.cat    /cgi-bin/cdmsinfo?file=e074508.cat      
074509	C313CC2H                                     	December 2005  	/site/vorhersagen/catalog/c074509.cat    /cgi-bin/cdmsinfo?file=e074509.cat      
074510	C413CCH                                      	December 2005  	/site/vorhersagen/catalog/c074510.cat    /cgi-bin/cdmsinfo?file=e074510.cat      
074511	C513CH                                       	December 2005  	/site/vorhersagen/catalog/c074511.cat    /cgi-bin/cdmsinfo?file=e074511.cat      
074512	C6D                                          	December 2005  	/site/vorhersagen/catalog/c074512.cat    /cgi-bin/cdmsinfo?file=e074512.cat      
060503	OCS, v = 0                                   	November 2005  	/site/vorhersagen/catalog/c060503.cat    /cgi-bin/cdmsinfo?file=e060503.cat      
073501	C6H                                          	November 2005  	/site/vorhersagen/catalog/c073501.cat    /cgi-bin/cdmsinfo?file=e073501.cat      
032505	DC18O+                                       	October 2005   	/site/vorhersagen/catalog/c032505.cat    /cgi-bin/cdmsinfo?file=e032505.cat      
065505	CH3CCNC                                      	October 2005   	/site/vorhersagen/catalog/c065505.cat    /cgi-bin/cdmsinfo?file=e065505.cat      
075510	HC5N,  7                                     	October 2005   	/site/vorhersagen/catalog/c075510.cat    /cgi-bin/cdmsinfo?file=e075510.cat      
012501	C                                            	September 2005 	/site/vorhersagen/catalog/c012501.cat    /cgi-bin/cdmsinfo?file=e012501.cat      
013501	13C                                          	September 2005 	/site/vorhersagen/catalog/c013501.cat    /cgi-bin/cdmsinfo?file=e013501.cat      
014501	CH2                                          	September 2005 	/site/vorhersagen/catalog/c014501.cat    /cgi-bin/cdmsinfo?file=e014501.cat      
043504	C2H3NH2, within 0+ & 0                       	September 2005 	/site/vorhersagen/catalog/c043504.cat    /cgi-bin/cdmsinfo?file=e043504.cat      
043508	C2H3NH2, 0    0+                             	September 2005 	/site/vorhersagen/catalog/c043508.cat    /cgi-bin/cdmsinfo?file=e043508.cat      
050506	C4D                                          	September 2005 	/site/vorhersagen/catalog/c050506.cat    /cgi-bin/cdmsinfo?file=e050506.cat      
028506	HC15N, v = 0                                 	August 2005    	/site/vorhersagen/catalog/c028506.cat    /cgi-bin/cdmsinfo?file=e028506.cat      
028507	HC15N, v2 = 1                                	August 2005    	/site/vorhersagen/catalog/c028507.cat    /cgi-bin/cdmsinfo?file=e028507.cat      
030501	H2CO                                         	August 2005    	/site/vorhersagen/catalog/c030501.cat    /cgi-bin/cdmsinfo?file=e030501.cat      
077501	29SiC4                                       	August 2005    	/site/vorhersagen/catalog/c077501.cat    /cgi-bin/cdmsinfo?file=e077501.cat      
077502	Si13CC3                                      	August 2005    	/site/vorhersagen/catalog/c077502.cat    /cgi-bin/cdmsinfo?file=e077502.cat      
077503	SiC13CC2                                     	August 2005    	/site/vorhersagen/catalog/c077503.cat    /cgi-bin/cdmsinfo?file=e077503.cat      
077504	SiC213CC                                     	August 2005    	/site/vorhersagen/catalog/c077504.cat    /cgi-bin/cdmsinfo?file=e077504.cat      
077505	SiC313C                                      	August 2005    	/site/vorhersagen/catalog/c077505.cat    /cgi-bin/cdmsinfo?file=e077505.cat      
078501	30SiC4                                       	August 2005    	/site/vorhersagen/catalog/c078501.cat    /cgi-bin/cdmsinfo?file=e078501.cat      
064502	SO2, v = 0                                   	July 2005      	/site/vorhersagen/catalog/c064502.cat    /cgi-bin/cdmsinfo?file=e064502.cat      
064503	SO2, v2 = 1                                  	July 2005      	/site/vorhersagen/catalog/c064503.cat    /cgi-bin/cdmsinfo?file=e064503.cat      
064512	SO2,  2                                      	July 2005      	/site/vorhersagen/catalog/c064512.cat    /cgi-bin/cdmsinfo?file=e064512.cat      
026504	CN, v = 0, 1                                 	May 2005       	/site/vorhersagen/catalog/c026504.cat    /cgi-bin/cdmsinfo?file=e026504.cat      
027505	13CN                                         	May 2005       	/site/vorhersagen/catalog/c027505.cat    /cgi-bin/cdmsinfo?file=e027505.cat      
027506	C15N                                         	May 2005       	/site/vorhersagen/catalog/c027506.cat    /cgi-bin/cdmsinfo?file=e027506.cat      
028505	13C15N                                       	May 2005       	/site/vorhersagen/catalog/c028505.cat    /cgi-bin/cdmsinfo?file=e028505.cat      
040507	CH3CCH,  10                                  	May 2005       	/site/vorhersagen/catalog/c040507.cat    /cgi-bin/cdmsinfo?file=e040507.cat      
040508	CH3CCH,  9                                   	May 2005       	/site/vorhersagen/catalog/c040508.cat    /cgi-bin/cdmsinfo?file=e040508.cat      
060504	OCS, v2 = 1                                  	April 2005     	/site/vorhersagen/catalog/c060504.cat    /cgi-bin/cdmsinfo?file=e060504.cat      
061502	O13CS                                        	April 2005     	/site/vorhersagen/catalog/c061502.cat    /cgi-bin/cdmsinfo?file=e061502.cat      
061503	OC33S                                        	April 2005     	/site/vorhersagen/catalog/c061503.cat    /cgi-bin/cdmsinfo?file=e061503.cat      
061504	17OCS                                        	April 2005     	/site/vorhersagen/catalog/c061504.cat    /cgi-bin/cdmsinfo?file=e061504.cat      
062505	OC34S                                        	April 2005     	/site/vorhersagen/catalog/c062505.cat    /cgi-bin/cdmsinfo?file=e062505.cat      
062506	18OCS                                        	April 2005     	/site/vorhersagen/catalog/c062506.cat    /cgi-bin/cdmsinfo?file=e062506.cat      
062507	O13C33S                                      	April 2005     	/site/vorhersagen/catalog/c062507.cat    /cgi-bin/cdmsinfo?file=e062507.cat      
063502	O13C34S                                      	April 2005     	/site/vorhersagen/catalog/c063502.cat    /cgi-bin/cdmsinfo?file=e063502.cat      
063503	18O13CS                                      	April 2005     	/site/vorhersagen/catalog/c063503.cat    /cgi-bin/cdmsinfo?file=e063503.cat      
064510	OC36S                                        	April 2005     	/site/vorhersagen/catalog/c064510.cat    /cgi-bin/cdmsinfo?file=e064510.cat      
064511	18OC34S                                      	April 2005     	/site/vorhersagen/catalog/c064511.cat    /cgi-bin/cdmsinfo?file=e064511.cat      
040505	H2CCN                                        	March 2005     	/site/vorhersagen/catalog/c040505.cat    /cgi-bin/cdmsinfo?file=e040505.cat      
052514	H13CCCN, v7 = 1                              	March 2005     	/site/vorhersagen/catalog/c052514.cat    /cgi-bin/cdmsinfo?file=e052514.cat      
052515	HC13CCN, v7 = 1                              	March 2005     	/site/vorhersagen/catalog/c052515.cat    /cgi-bin/cdmsinfo?file=e052515.cat      
052516	HCC13CN, v7 = 1                              	March 2005     	/site/vorhersagen/catalog/c052516.cat    /cgi-bin/cdmsinfo?file=e052516.cat      
052517	HCCC15N, v7 = 1                              	March 2005     	/site/vorhersagen/catalog/c052517.cat    /cgi-bin/cdmsinfo?file=e052517.cat      
064509	H2C4N                                        	March 2005     	/site/vorhersagen/catalog/c064509.cat    /cgi-bin/cdmsinfo?file=e064509.cat      
027502	HNC, v = 0                                   	February 2005  	/site/vorhersagen/catalog/c027502.cat    /cgi-bin/cdmsinfo?file=e027502.cat      
027504	HNC, v2 = 1                                  	February 2005  	/site/vorhersagen/catalog/c027504.cat    /cgi-bin/cdmsinfo?file=e027504.cat      
059503	HNCS, a-type                                 	February 2005  	/site/vorhersagen/catalog/c059503.cat    /cgi-bin/cdmsinfo?file=e059503.cat      
059504	HNCS, b-type                                 	February 2005  	/site/vorhersagen/catalog/c059504.cat    /cgi-bin/cdmsinfo?file=e059504.cat      
031506	HC18O+                                       	December 2004  	/site/vorhersagen/catalog/c031506.cat    /cgi-bin/cdmsinfo?file=e031506.cat      
052509	H13CCCN, v = 0                               	December 2004  	/site/vorhersagen/catalog/c052509.cat    /cgi-bin/cdmsinfo?file=e052509.cat      
052510	HC13CCN, v = 0                               	December 2004  	/site/vorhersagen/catalog/c052510.cat    /cgi-bin/cdmsinfo?file=e052510.cat      
052511	HCC13CN, v = 0                               	December 2004  	/site/vorhersagen/catalog/c052511.cat    /cgi-bin/cdmsinfo?file=e052511.cat      
052512	HCCC15N, v = 0                               	December 2004  	/site/vorhersagen/catalog/c052512.cat    /cgi-bin/cdmsinfo?file=e052512.cat      
053508	H13C13CCN, v = 0                             	December 2004  	/site/vorhersagen/catalog/c053508.cat    /cgi-bin/cdmsinfo?file=e053508.cat      
063501	l-HC4N                                       	December 2004  	/site/vorhersagen/catalog/c063501.cat    /cgi-bin/cdmsinfo?file=e063501.cat      
087501	l-HC6N                                       	December 2004  	/site/vorhersagen/catalog/c087501.cat    /cgi-bin/cdmsinfo?file=e087501.cat      
075504	HC5N, v11 = 1                                	November 2004  	/site/vorhersagen/catalog/c075504.cat    /cgi-bin/cdmsinfo?file=e075504.cat      
075505	HC5N, v11 = 2                                	November 2004  	/site/vorhersagen/catalog/c075505.cat    /cgi-bin/cdmsinfo?file=e075505.cat      
075506	HC5N, v10 = 1                                	November 2004  	/site/vorhersagen/catalog/c075506.cat    /cgi-bin/cdmsinfo?file=e075506.cat      
075507	HC5N, v11 = 3                                	November 2004  	/site/vorhersagen/catalog/c075507.cat    /cgi-bin/cdmsinfo?file=e075507.cat      
075508	HC5N, v11 = 4                                	November 2004  	/site/vorhersagen/catalog/c075508.cat    /cgi-bin/cdmsinfo?file=e075508.cat      
075509	HC5N, v9 = 1                                 	November 2004  	/site/vorhersagen/catalog/c075509.cat    /cgi-bin/cdmsinfo?file=e075509.cat      
032502	D2CO                                         	October 2004   	/site/vorhersagen/catalog/c032502.cat    /cgi-bin/cdmsinfo?file=e032502.cat      
076507	H13CC4N                                      	October 2004   	/site/vorhersagen/catalog/c076507.cat    /cgi-bin/cdmsinfo?file=e076507.cat      
076508	HC13CC3N                                     	October 2004   	/site/vorhersagen/catalog/c076508.cat    /cgi-bin/cdmsinfo?file=e076508.cat      
076509	HC213CC2N                                    	October 2004   	/site/vorhersagen/catalog/c076509.cat    /cgi-bin/cdmsinfo?file=e076509.cat      
076510	HC313CCN                                     	October 2004   	/site/vorhersagen/catalog/c076510.cat    /cgi-bin/cdmsinfo?file=e076510.cat      
076511	HC413CN                                      	October 2004   	/site/vorhersagen/catalog/c076511.cat    /cgi-bin/cdmsinfo?file=e076511.cat      
076512	HC515N                                       	October 2004   	/site/vorhersagen/catalog/c076512.cat    /cgi-bin/cdmsinfo?file=e076512.cat      
099501	HC7N, v = 0                                  	October 2004   	/site/vorhersagen/catalog/c099501.cat    /cgi-bin/cdmsinfo?file=e099501.cat      
099502	HC7N, v15 = 1                                	October 2004   	/site/vorhersagen/catalog/c099502.cat    /cgi-bin/cdmsinfo?file=e099502.cat      
099503	HC7N, v15 = 2                                	October 2004   	/site/vorhersagen/catalog/c099503.cat    /cgi-bin/cdmsinfo?file=e099503.cat      
123501	HC9N                                         	October 2004   	/site/vorhersagen/catalog/c123501.cat    /cgi-bin/cdmsinfo?file=e123501.cat      
147501	HC11N                                        	October 2004   	/site/vorhersagen/catalog/c147501.cat    /cgi-bin/cdmsinfo?file=e147501.cat      
100502	DC7N                                         	September 2004 	/site/vorhersagen/catalog/c100502.cat    /cgi-bin/cdmsinfo?file=e100502.cat      
100503	H13CC6N                                      	September 2004 	/site/vorhersagen/catalog/c100503.cat    /cgi-bin/cdmsinfo?file=e100503.cat      
100504	HC13CC5N                                     	September 2004 	/site/vorhersagen/catalog/c100504.cat    /cgi-bin/cdmsinfo?file=e100504.cat      
100505	HC213CC4N                                    	September 2004 	/site/vorhersagen/catalog/c100505.cat    /cgi-bin/cdmsinfo?file=e100505.cat      
100506	HC313CC3N                                    	September 2004 	/site/vorhersagen/catalog/c100506.cat    /cgi-bin/cdmsinfo?file=e100506.cat      
100507	HC413CC2N                                    	September 2004 	/site/vorhersagen/catalog/c100507.cat    /cgi-bin/cdmsinfo?file=e100507.cat      
100508	HC513CCN                                     	September 2004 	/site/vorhersagen/catalog/c100508.cat    /cgi-bin/cdmsinfo?file=e100508.cat      
100509	HC613CN                                      	September 2004 	/site/vorhersagen/catalog/c100509.cat    /cgi-bin/cdmsinfo?file=e100509.cat      
100510	HC715N                                       	September 2004 	/site/vorhersagen/catalog/c100510.cat    /cgi-bin/cdmsinfo?file=e100510.cat      
038504	13CCCH, v = 0, v4 = 1, 2                     	August 2004    	/site/vorhersagen/catalog/c038504.cat    /cgi-bin/cdmsinfo?file=e038504.cat      
038505	C13CCH, v = 0, v4 = 1, 2                     	August 2004    	/site/vorhersagen/catalog/c038505.cat    /cgi-bin/cdmsinfo?file=e038505.cat      
038506	CC13CH, v = 0, v4 = 1, 2                     	August 2004    	/site/vorhersagen/catalog/c038506.cat    /cgi-bin/cdmsinfo?file=e038506.cat      
075503	HC5N, v = 0                                  	August 2004    	/site/vorhersagen/catalog/c075503.cat    /cgi-bin/cdmsinfo?file=e075503.cat      
076506	DC5N                                         	August 2004    	/site/vorhersagen/catalog/c076506.cat    /cgi-bin/cdmsinfo?file=e076506.cat      
076504	K37Cl, v = 0, 1                              	July 2004      	/site/vorhersagen/catalog/c076504.cat    /cgi-bin/cdmsinfo?file=e076504.cat      
076505	41KCl, v = 0, 1                              	July 2004      	/site/vorhersagen/catalog/c076505.cat    /cgi-bin/cdmsinfo?file=e076505.cat      
040506	c-C3H4                                       	June 2004      	/site/vorhersagen/catalog/c040506.cat    /cgi-bin/cdmsinfo?file=e040506.cat      
052506	H2CCHCCH (C4H4)                              	June 2004      	/site/vorhersagen/catalog/c052506.cat    /cgi-bin/cdmsinfo?file=e052506.cat      
052507	(c-C3H2)CH2 (C4H4)                           	June 2004      	/site/vorhersagen/catalog/c052507.cat    /cgi-bin/cdmsinfo?file=e052507.cat      
015501	NH                                           	May 2004       	/site/vorhersagen/catalog/c015501.cat    /cgi-bin/cdmsinfo?file=e015501.cat      
018501	NH2D                                         	May 2004       	/site/vorhersagen/catalog/c018501.cat    /cgi-bin/cdmsinfo?file=e018501.cat      
047504	HDCS                                         	May 2004       	/site/vorhersagen/catalog/c047504.cat    /cgi-bin/cdmsinfo?file=e047504.cat      
062504	gGg'-(CH2OH)2                                	May 2004       	/site/vorhersagen/catalog/c062504.cat    /cgi-bin/cdmsinfo?file=e062504.cat      
046508	13C33S                                       	April 2004     	/site/vorhersagen/catalog/c046508.cat    /cgi-bin/cdmsinfo?file=e046508.cat      
049508	13C36S                                       	April 2004     	/site/vorhersagen/catalog/c049508.cat    /cgi-bin/cdmsinfo?file=e049508.cat      
065503	CH3C3N                                       	April 2004     	/site/vorhersagen/catalog/c065503.cat    /cgi-bin/cdmsinfo?file=e065503.cat      
112501	CH3C8H                                       	April 2004     	/site/vorhersagen/catalog/c112501.cat    /cgi-bin/cdmsinfo?file=e112501.cat      
113501	CH3C7N                                       	April 2004     	/site/vorhersagen/catalog/c113501.cat    /cgi-bin/cdmsinfo?file=e113501.cat      
137501	CH3C9N                                       	April 2004     	/site/vorhersagen/catalog/c137501.cat    /cgi-bin/cdmsinfo?file=e137501.cat      
029504	HOC+, v2 = 0                                 	March 2004     	/site/vorhersagen/catalog/c029504.cat    /cgi-bin/cdmsinfo?file=e029504.cat      
029505	HOC+, v2 = 1                                 	March 2004     	/site/vorhersagen/catalog/c029505.cat    /cgi-bin/cdmsinfo?file=e029505.cat      
030506	DOC+                                         	March 2004     	/site/vorhersagen/catalog/c030506.cat    /cgi-bin/cdmsinfo?file=e030506.cat      
